Cena,Miasto,Dzielnica,Cena za m2,M2,Pokoje,Pietro,Szerokosc,Dlugosc
789000,Gdańsk,Wrzeszcz,12384,63.71,3,1,54.3766522,18.6075306
519000,Gdynia,Witomino,9664,53.7,3,9,54.5013275,18.5147885
1150000,Gdańsk,Przymorze,17113,67.2,3,0,54.4059819,18.6039015
390000,Gdańsk,Stogi,9154,42.6,2,4,54.3600113,18.7126565
529000,Gdynia,Redłowo,11255,47.0,3,1,54.4939715,18.5482429
635000,Gdańsk,Jasień,10382,61.16,3,0,54.3235259,18.556442
429000,Gdańsk,Żabianka,19066,22.5,1,3,54.4176938,18.5899494
669000,Gdańsk,Siedlce,11608,57.63,2,2,54.3502967,18.624454
399000,Gdańsk,Oliwa,13125,30.4,1,0,54.4133362,18.5549714
459000,Gdynia,Witomino,10800,42.5,2,6,54.4974911,18.5174369
669000,Gdańsk,Wrzeszcz,12575,53.2,3,3,54.3780231,18.5825537
949000,Gdańsk,Długie ogrody,10845,87.5,3,3,54.3515581,18.6631602
540000,Gdańsk,Jasień,9964,54.19,2,6,54.3349283,18.559323
349000,Gdańsk,Zaspa,13169,26.5,1,0,54.3949615,18.6108604
480000,Gdańsk,Żabianka,10389,46.2,3,0,54.4245047,18.5775911
389900,Gdynia,Chylonia,9139,42.66,2,1,54.5448438,18.4619638
439000,Gdynia,Dąbrowa,9261,47.4,2,4,54.4595175,18.4524723
515000,Gdańsk,Łostowice,9537,54.0,2,3,54.3143954,18.5946641
328000,Gdynia,Obłuże,8410,39.0,2,10,54.5524466,18.5156962
1064200,Gdańsk,Przymorze,15650,68.0,3,0,54.4087838,18.5891854
1100000,Gdańsk,Wrzeszcz,10891,101.0,4,0,54.3817696,18.6055111
793000,Gdańsk,Stare Przedmieście,13000,61.0,4,1,54.3435338,18.646895
830000,Gdańsk,Wrzeszcz,11690,71.0,4,1,54.3768101,18.61329207601881
650000,Gdańsk,Niedźwiednik,8724,74.5,3,0,54.3737649,18.5643553
520000,Gdańsk,Jasień,11586,44.88,2,2,54.3304206,18.5558035
3300000,Gdańsk,Jelitkowo,39388,83.78,3,6,54.4217032,18.6019497
720000,Gdańsk,Wrzeszcz,21726,33.14,2,3,54.3945614,18.6183213
555000,Gdańsk,VII Dwór,9982,55.6,3,2,54.3883084,18.571755
615000,Gdańsk,Dolne miasto,16662,36.91,2,3,54.3415087,18.6572512
635000,Gdańsk,Przymorze,18142,35.0,2,4,54.4034704,18.5910556
1473400,Gdańsk,Wrzeszcz,20000,73.67,3,3,54.3945614,18.6183213
720000,Gdańsk,Wrzeszcz,21077,34.16,2,7,54.3965758,18.6178476
970000,Gdańsk,Przymorze,17962,54.0,3,4,54.4054917,18.5798509
685000,Gdańsk,Brzeźno,18886,36.27,2,4,54.4047457,18.6316004
559000,Gdańsk,Brzeźno,19893,28.1,2,1,54.4047457,18.6316004
429000,Gdańsk,Łostowice,11289,38.0,2,17,54.3152398,18.5911515
1300000,Gdańsk,Letnica,15294,85.0,3,2,54.3904967,18.6474929
350000,Gdańsk,Ujeścisko,11513,30.4,1,3,54.32899,18.5835346
800000,Gdańsk,Osowa,10739,74.49,4,1,54.4204107,18.4791309
550000,Gdańsk,Siedlce,12500,44.0,2,4,54.3511063,18.6352725
1830000,Gdańsk,Śródmieście,33571,54.51,2,2,54.3558637,18.661659
1249000,Gdynia,Orłowo,17843,70.0,2,3,54.4794906,18.5530912
365000,Gdynia,Cisowa,7716,47.3,2,1,54.5489949,18.4457365
1097000,Gdańsk,Jasień,9848,111.39,5,2,54.3349283,18.559323
679000,Gdynia,Mały Kack,14087,48.2,2,2,54.4736509,18.5070401
895000,Gdynia,Działki Leśne,16886,53.0,3,16,54.5118581,18.5252387
669000,Gdańsk,Morena,13917,48.07,2,5,54.35006175,18.59514923167543
360000,Gdynia,Chylonia,7826,46.0,3,0,54.5392602,18.471961
569000,Gdynia,Wiczlino,10160,56.0,3,2,54.4839443,18.4369961
3000000,Sopot,Dolny Sopot,26127,114.82,4,2,54.4415462,18.5599806
499000,Gdańsk,Wrzeszcz,12290,40.6,2,6,54.3791147,18.5834055
389000,Gdańsk,Zaspa,12589,30.9,1,7,54.394244,18.5874811
409000,Gdynia,Witomino,11054,37.0,2,2,54.4984985,18.509001
575000,Gdańsk,Zakoniczyn,9983,57.6,3,4,54.318336,18.5676373
670000,Gdańsk,Jasień,13114,51.09,2,1,54.3536518,18.5500839
910000,Gdańsk,Letnica,13485,67.48,3,3,54.3986679,18.646464
299000,Gdańsk,Orunia,7806,38.3,2,11,54.3227394,18.6354569
990000,Gdynia,Śródmieście,15714,63.0,4,5,54.5196977,18.5374641
1850000,Gdańsk,Śródmieście,33124,55.85,2,5,54.3456228,18.6558958
3950000,Gdynia,Śródmieście,35483,111.32,3,0,54.5196449,18.5366076
903000,Gdynia,Orłowo,14995,60.22,3,0,54.4791707,18.5469938
905000,Gdynia,Orłowo,14840,60.98,3,6,54.4791707,18.5469938
1330000,Sopot,Wyścigi / Karlikowo,17073,77.9,4,1,54.4349367,18.5784558
569000,Gdynia,Redłowo,13771,41.32,2,1,54.4927005,18.5538525
475000,Gdańsk,Nowy Port,8333,57.0,3,0,54.4040068,18.6659341
590000,Gdynia,Babie Doły,10409,56.68,3,1,54.5812541,18.53886465414793
575000,Gdańsk,Żabianka,10249,56.1,3,4,54.4189331,18.5711701
560000,Gdańsk,Wrzeszcz,12174,46.0,2,12,54.3965758,18.6178476
2149000,Gdańsk,Wrzeszcz,15572,138.0,3,1,54.3766522,18.6075306
1190000,Gdańsk,Strzyża,20081,59.26,3,1,54.3844677,18.5893686
649000,Gdynia,Wielki Kack,12245,53.0,3,1,54.4646878,18.481733
365000,Gdańsk,Przymorze,13519,27.0,1,3,54.4029271,18.5984809
569000,Gdańsk,Suchanino,7148,79.6,3,0,54.3567466,18.6213342
369000,Gdańsk,Wrzeszcz,12098,30.5,2,11,54.3838085,18.6062972
529000,Gdańsk,Siedlce,8729,60.6,3,3,54.3500247,18.6180712
642000,Gdańsk,Oliwa,21400,30.0,1,5,54.41009455,18.555430845698723
649000,Gdańsk,Siedlce,9953,65.2,3,3,54.3506983,18.613036
699000,Gdańsk,Karczemki,6594,106.0,4,2,54.3505573,18.5113818
428000,Gdynia,Grabówek,12969,33.0,3,2,54.5226564,18.5158174
699000,Gdynia,Śródmieście,21614,32.34,1,4,54.5196449,18.5366076
399000,Gdańsk,Orunia,9194,43.4,2,1,54.3221562,18.6372385
499000,Gdynia,Babie Doły,11287,44.21,2,8,54.5812541,18.53886465414793
550000,Gdańsk,Śródmieście,11286,48.73,2,8,54.3584458,18.6514304
2599000,Gdańsk,Wrzeszcz,18859,137.81,3,2,54.37668175,18.604603831441
479000,Gdańsk,Kowale,8258,58.0,3,3,54.30459,18.57201
549216,Gdańsk,Łostowice,7184,76.44,4,2,54.31911,18.5918006
649000,Gdańsk,Jasień,8693,74.65,4,1,54.331478950000005,18.54205295979356
699000,Gdańsk,Wrzeszcz,18973,36.84,2,2,54.3945614,18.6183213
540000,Gdańsk,Orunia Górna,10821,49.9,2,2,54.3249133,18.6110681
649000,Gdańsk,Chełm,10220,63.5,3,8,54.3359508,18.6279543
600000,Gdańsk,Letnica,13976,42.93,2,1,54.3904967,18.6474929
1400000,Gdańsk,Jasień,13814,101.34,4,0,54.3488657,18.5503486
550000,Gdańsk,Łostowice,10488,52.44,3,1,54.31051,18.5888248
920000,Gdańsk,Śródmieście,13939,66.0,3,0,54.3514191,18.6492273
599000,Gdańsk,Jasień,10767,55.63,3,3,54.3349283,18.559323
1750000,Gdańsk,Długie ogrody,20492,85.4,3,2,54.3494168,18.6602316
329000,Gdańsk,Stogi,8989,36.6,2,0,54.358222,18.7053712
475000,Gdańsk,Przymorze,13194,36.0,1,6,54.4158038,18.5869742
1155000,Gdańsk,Wrzeszcz,16500,70.0,3,5,54.3843027,18.5900734
699000,Gdańsk,Dolne miasto,13980,50.0,2,0,54.3417478,18.6556146
682000,Gdańsk,Łostowice,9646,70.7,3,3,54.3143954,18.5946641
499000,Gdańsk,Chełm,7870,63.4,3,9,54.3382684,18.6062619
449000,Gdańsk,Przymorze,9761,46.0,2,1,54.4087838,18.5891854
1100000,Gdańsk,Brzeźno,12113,90.81,3,4,54.4074404,18.6299644
395000,Gdańsk,Stogi,9272,42.6,2,4,54.3600113,18.7126565
530000,Gdynia,Redłowo,10082,52.57,2,3,54.4944768,18.5505612
1550000,Gdańsk,Długie ogrody,18623,83.23,4,3,54.3505768,18.6615653
1370000,Gdynia,Śródmieście,28939,47.34,2,3,54.5268087,18.5440399
549000,Gdańsk,Żabianka,13390,41.0,2,0,54.4208948,18.5826737
1199000,Sopot,Dolny Sopot,15545,77.13,3,3,54.4456731,18.5650128
335000,Gdańsk,Przymorze,11166,30.0,1,0,54.4085855,18.5886131
690000,Gdynia,Kamienna Góra,14053,49.1,2,8,54.5086709,18.544094705890046
920000,Gdańsk,Przymorze,15333,60.0,3,1,54.4087838,18.5891854
1800000,Gdańsk,Żabianka,18218,98.8,3,2,54.4186779,18.5850245
499000,Gdańsk,Jasień,9940,50.2,3,1,54.3316163,18.5487117
625000,Gdańsk,Jasień,8216,76.07,4,4,54.3400353,18.563022
1890000,Gdańsk,Długie ogrody,19811,95.4,4,2,54.3505768,18.6615653
1470000,Gdańsk,Stare Przedmieście,25345,58.0,3,1,54.345155,18.6458535
649000,Gdynia,Karwiny,10285,63.1,4,1,54.4722746,18.4948404
599000,Gdynia,Dąbrowa,11932,50.2,2,4,54.4595175,18.4524723
539000,Gdańsk,Brzeźno,11596,46.48,2,0,54.404967,18.6431622
629000,Gdańsk,Zakoniczyn,9656,65.14,3,3,54.321784,18.5818245
469000,Gdańsk,Stogi,8536,54.94,2,3,54.3588553,18.7078066
495000,Gdynia,Leszczynki,8918,55.5,3,0,54.5370588,18.4757235
615000,Gdynia,Wiczlino,10406,59.1,2,2,54.4939336,18.4306437
379000,Gdańsk,Jasień,11081,34.2,2,0,54.3316163,18.5487117
640000,Gdynia,Grabówek,10423,61.4,3,1,54.5260108,18.5042111
1854000,Gdańsk,Dolne miasto,18000,103.0,4,1,54.342615,18.6621761
590000,Gdańsk,Zaspa,9577,61.6,3,3,54.3975453,18.5955881
535000,Gdynia,Leszczynki,8916,60.0,3,3,54.5370588,18.4757235
689000,Gdynia,Redłowo,14229,48.42,2,4,54.4911699,18.5434649
399000,Gdynia,Mały Kack,6498,61.4,3,0,54.4793926,18.5276363
415000,Gdańsk,Orunia,7830,53.0,3,1,54.3251672,18.6306971
669000,Gdańsk,Łostowice,11148,60.01,3,2,54.321239,18.5985619
610000,Gdańsk,Osowa,9918,61.5,3,2,54.4187891,18.4844695
1998000,Sopot,Dolny Sopot,25870,77.23,3,7,54.4489703,18.5564819
599000,Gdańsk,Żabianka,10599,56.51,3,1,54.4236793,18.5760945
1400000,Gdańsk,Śródmieście,16682,83.92,3,0,54.3515581,18.6631602
923800,Gdańsk,Śródmieście,31000,29.8,2,2,54.3495984,18.6554772
510000,Gdańsk,Jasień,10408,49.0,2,3,54.3349283,18.559323
449000,Gdańsk,Żabianka,10951,41.0,2,1,54.4244502,18.57148499275556
475000,Gdańsk,Jasień,11713,40.55,2,5,54.3304206,18.5558035
880000,Gdańsk,Wrzeszcz,22000,40.0,2,1,54.3822925,18.5908711
550000,Gdańsk,Jasień,10991,50.04,2,1,54.3316163,18.5487117
259000,Gdańsk,Siedlce,7829,33.08,2,6,54.3485745,18.6122788
519000,Gdynia,Działki Leśne,13657,38.0,2,1,54.5154303,18.5302846
520000,Gdańsk,Chełm,9863,52.72,2,1,54.33175205,18.6104560092987
459000,Gdańsk,Jasień,11679,39.3,2,1,54.3316163,18.5487117
975000,Gdańsk,Siedlce,12968,75.18,3,0,54.3493986,18.6355331
1290000,Gdańsk,Długie ogrody,19904,64.81,4,4,54.3505768,18.6615653
1590000,Gdańsk,Przymorze,20641,77.03,3,1,54.4113743,18.604755
1230000,Gdańsk,Wrzeszcz,12561,97.92,5,2,54.382458,18.6127532
474000,Gdańsk,Śródmieście,11981,39.56,2,1,54.3540791,18.6549669
530000,Gdańsk,Przymorze,18888,28.06,1,2,54.4087838,18.5891854
599000,Gdańsk,Śródmieście,12020,49.83,3,1,54.3435338,18.646895
629000,Gdańsk,Zakoniczyn,9984,63.0,3,0,54.318336,18.5676373
350000,Gdańsk,Jasień,11290,31.0,1,1,54.3238638,18.5586781
549900,Gdańsk,Łostowice,8395,65.5,3,3,54.31911,18.5918006
320000,Gdańsk,Przymorze,16842,19.0,1,1,54.4085855,18.5886131
1335000,Gdańsk,Wrzeszcz,12136,110.0,8,2,54.3762024,18.6071687
3111840,Gdańsk,Oliwa,24000,129.66,4,0,54.4063189,18.5614956
699000,Gdańsk,Wrzeszcz,9985,70.0,3,6,54.3838085,18.6062972
950000,Gdańsk,Wrzeszcz,9880,96.15,3,0,54.3739989,18.6154218
570000,Gdańsk,Suchanino,8967,63.56,4,0,54.3520987,18.6015351
622000,Gdańsk,Śródmieście,16325,38.1,1,2,54.3555085,18.6543809
520000,Gdańsk,Zaspa,10788,48.2,2,4,54.3960035,18.6058212
569000,Gdańsk,Przymorze,13232,43.0,2,3,54.4016383,18.5772394
792000,Gdańsk,Wrzeszcz,11000,72.0,2,3,54.3768101,18.61329207601881
890000,Gdańsk,Śródmieście,15949,55.8,3,2,54.34833325,18.65384136385878
870000,Gdańsk,Siedlce,12824,67.84,3,0,54.3521653,18.61442
779000,Gdańsk,Jasień,12171,64.0,3,3,54.3316163,18.5487117
439000,Gdańsk,Wrzeszcz,13262,33.1,2,2,54.3806161,18.624666
299000,Gdynia,Grabówek,8794,34.0,1,1,54.5285411,18.5057323
440000,Gdańsk,Jasień,10928,40.26,2,2,54.3235259,18.556442
1180000,Gdańsk,Wrzeszcz,19765,59.7,4,6,54.3768322,18.6263223
655000,Gdańsk,Przymorze,20116,32.56,2,3,54.4043074,18.576655
699000,Gdynia,Śródmieście,14481,48.27,2,1,54.5204317,18.5365345
525000,Gdańsk,Jasień,10375,50.6,2,0,54.338969,18.5396705
749000,Gdańsk,Śródmieście,14796,50.62,2,3,54.3452561,18.6587962
1700000,Gdańsk,Wrzeszcz,9641,176.32,6,4,54.3760094,18.6076585
509000,Gdańsk,Śródmieście,11387,44.7,2,2,54.3517865,18.6731163
627000,Gdańsk,Przymorze,13630,46.0,2,3,54.412261,18.5878398
470000,Gdańsk,Śródmieście,25852,18.18,1,4,54.3570101,18.6542926
549000,Gdańsk,Przymorze,11934,46.0,2,4,54.4016383,18.5772394
769000,Gdańsk,Brzeźno,12816,60.0,3,4,54.404967,18.6431622
1900000,Gdańsk,Wrzeszcz,21167,89.76,3,1,54.3965758,18.6178476
880000,Gdańsk,Śródmieście,13333,66.0,3,2,54.3487555,18.6698573
835000,Gdańsk,Oliwa,10986,76.0,2,10,54.39640495,18.57400997579134
610000,Sopot,Brodwino,10166,60.0,4,9,54.4561844,18.5374814
763000,Sopot,Kamienny Potok,14450,52.8,3,0,54.4541519,18.5520781
599000,Gdańsk,Jasień,10101,59.3,3,2,54.3304206,18.5558035
495000,Gdańsk,Zakoniczyn,10102,49.0,2,8,54.3189392,18.5833767
449000,Gdańsk,Zaspa,14483,31.0,2,12,54.394244,18.5874811
775000,Gdańsk,Przymorze,17613,44.0,2,3,54.4059819,18.6039015
2199000,Gdańsk,Aniołki,9049,243.0,5,1,54.3667797,18.6209452
385000,Gdynia,Pogórze,8020,48.0,2,1,54.5615683,18.493908
533000,Gdańsk,Jasień,8533,62.46,3,0,54.3235259,18.556442
469000,Gdańsk,Chełm,9455,49.6,2,4,54.3403608,18.6186983
1197800,Gdańsk,Śródmieście,15142,79.1,2,1,54.3623153,18.6447691
569000,Gdańsk,Oliwa,10984,51.8,3,2,54.39640495,18.57400997579134
600000,Gdańsk,Oliwa,18181,33.0,2,1,54.4080356,18.5566661
2100000,Gdańsk,Śródmieście,20970,100.14,6,8,54.3505768,18.6615653
560000,Gdańsk,Zaspa,11618,48.2,2,1,54.3917601,18.6148445
869000,Gdańsk,Śródmieście,17242,50.4,2,3,54.3487517,18.6471706
500000,Gdańsk,Wrzeszcz,9580,52.19,2,4,54.3786809,18.6097927
440000,Gdańsk,Przymorze,11578,38.0,2,4,54.4087838,18.5891854
570000,Gdańsk,Jasień,7894,72.2,3,1,54.3400353,18.563022
469000,Gdańsk,Jasień,11964,39.2,2,3,54.3316163,18.5487117
781000,Gdynia,Chylonia,9297,84.0,4,2,54.5415929,18.4716354
2399000,Gdańsk,Śródmieście,22416,107.02,4,1,54.3490925,18.6632116
1495000,Gdańsk,Olszynka,12458,120.0,4,5,54.3276421,18.6859904
475000,Gdynia,Śródmieście,10303,46.1,3,5,54.5222083,18.5366793
499000,Gdynia,Leszczynki,8816,56.6,2,4,54.5370588,18.4757235
639000,Gdańsk,Śródmieście,13592,47.01,3,2,54.3487555,18.6698573
595000,Gdańsk,Dolne miasto,16081,37.0,2,1,54.3415087,18.6572512
1869000,Gdańsk,Oliwa,28753,65.0,2,3,54.4089034,18.5648624
530000,Gdańsk,Siedlce,10291,51.5,2,0,54.3521653,18.61442
867000,Gdańsk,Wrzeszcz,9852,88.0,3,3,54.3745287,18.615311
405000,Gdynia,Działki Leśne,12173,33.27,1,4,54.5180662,18.5307253
475000,Gdynia,Cisowa,7916,60.0,3,1,54.5473525,18.432776
599000,Gdańsk,Siedlce,11980,50.0,3,0,54.3511063,18.6352725
679000,Gdańsk,Kowale,10134,67.0,3,0,54.31119,18.56453
890000,Gdańsk,Jasień,12642,70.4,3,3,54.350542,18.5374307
890000,Gdańsk,Śródmieście,15949,55.8,2,2,54.34833325,18.65384136385878
659000,Gdańsk,Śródmieście,12436,52.99,1,1,54.355806,18.6541536
325000,Gdańsk,Wrzeszcz,14541,22.35,3,2,54.3871217,18.6107054
690000,Gdańsk,Wrzeszcz,10198,67.66,2,2,54.3766522,18.6075306
455000,Gdańsk,Jasień,10044,45.3,2,2,54.3302562,18.5595824
777000,Gdynia,Działki Leśne,11597,67.0,3,2,54.521185,18.5267091
949000,Gdańsk,Śródmieście,14292,66.4,3,2,54.3514191,18.6492273
819000,Gdańsk,Jasień,7800,105.0,2,2,54.3400353,18.563022
629000,Gdańsk,Śródmieście,11154,56.39,2,1,54.3505768,18.6615653
410000,Gdańsk,Wrzeszcz,11081,37.0,1,4,54.3768322,18.6263223
497000,Gdynia,Działki Leśne,10665,46.6,2,3,54.5180662,18.5307253
480000,Gdańsk,Morena,16000,30.0,2,0,54.35006175,18.59514923167543
540000,Gdynia,Redłowo,10266,52.6,2,5,54.4944768,18.5505612
600000,Gdańsk,Zaspa,12244,49.0,2,0,54.39476,18.6171429
339000,Gdańsk,Jasień,9970,34.0,4,1,54.3238638,18.5586781
699000,Gdynia,Wiczlino,10623,65.8,2,3,54.4866168,18.4280547
645000,Gdańsk,Śródmieście,16125,40.0,2,4,54.345155,18.6458535
930000,Gdańsk,Śródmieście,24473,38.0,2,0,54.3495984,18.6554772
385000,Gdańsk,Jasień,9140,42.12,2,5,54.338969,18.5396705
920000,Gdańsk,Siedlce,14129,65.11,2,4,54.3466052,18.6291644
529000,Gdańsk,Przymorze,11729,45.1,2,0,54.4016383,18.5772394
459980,Gdańsk,VII Dwór,10900,42.2,3,7,54.3884008,18.572559432685743
969000,Gdańsk,Przymorze,18234,53.14,3,0,54.4054917,18.5798509
529000,Gdańsk,Zakoniczyn,9943,53.2,4,3,54.318336,18.5676373
740000,Gdańsk,Śródmieście,7184,103.0,3,2,54.3490788,18.6663406
599000,Gdańsk,Wrzeszcz,13222,45.3,3,3,54.3805962,18.5997693
599000,Gdańsk,Wrzeszcz,10345,57.9,4,1,54.3965758,18.6178476
650000,Gdańsk,Oliwa,12428,52.3,2,0,54.4175226,18.5590728
415000,Gdańsk,Zakoniczyn,9302,44.61,3,4,54.3203686,18.5833994
863000,Gdańsk,Oliwa,9084,95.0,2,1,54.39640495,18.57400997579134
499000,Gdańsk,Zakoniczyn,10572,47.2,3,0,54.3189392,18.5833767
685000,Gdynia,Kamienna Góra,12275,55.8,3,3,54.510341,18.5444336
1150000,Gdańsk,Oliwa,11057,104.0,2,7,54.4099827,18.5701912
345000,Gdynia,Chylonia,9151,37.7,2,0,54.5406795,18.4612818
485000,Gdańsk,Jasień,11814,41.05,3,1,54.34437,18.533751
569000,Gdańsk,Chełm,9420,60.4,2,3,54.3330444,18.6157245
599000,Gdańsk,Śródmieście,11722,51.1,2,0,54.3505768,18.6615653
569000,Gdańsk,Jasień,10478,54.3,3,3,54.3400353,18.563022
515000,Gdańsk,Strzyża,8867,58.08,3,0,54.3857417,18.5828883
790000,Gdańsk,Suchanino,10089,78.3,4,1,54.3540595,18.6019997
599000,Gdańsk,Zakoniczyn,9101,65.81,3,3,54.3189392,18.5833767
925000,Gdańsk,Wrzeszcz,10953,84.45,4,5,54.3832503,18.6184043
1845000,Gdańsk,Śródmieście,19065,96.77,2,1,54.3468793,18.6443526
638000,Gdańsk,Siedlce,11000,58.0,4,5,54.3506443,18.6299001
999000,Gdańsk,Wrzeszcz,11884,84.06,1,1,54.3758422,18.6237968
598000,Gdańsk,Chełm,11053,54.1,3,1,54.33071565,18.605134560166192
544000,Gdańsk,Oliwa,8989,60.52,3,8,54.4098972,18.5718547
509000,Gdynia,Chylonia,8483,60.0,3,9,54.5457503,18.4636617
525000,Gdynia,Leszczynki,9975,52.63,2,1,54.5345918,18.4877259
625000,Gdynia,Śródmieście,13086,47.76,3,3,54.52190665,18.53316053521818
650000,Gdańsk,Śródmieście,13888,46.8,1,0,54.3515953,18.6373587
335000,Gdańsk,Jasień,13137,25.5,1,0,54.3235259,18.556442
439000,Gdańsk,Jasień,13104,33.5,3,7,54.3412426,18.5609595
2500000,Sopot,Dolny Sopot,25000,100.0,4,3,54.4431438,18.561881219506724
493196,Gdańsk,Łostowice,9450,52.19,2,2,54.3143954,18.5946641
595000,Gdańsk,Dolne miasto,16120,36.91,1,1,54.3415087,18.6572512
530000,Gdańsk,Przymorze,18531,28.6,2,0,54.4087838,18.5891854
465000,Gdańsk,Stogi,11071,42.0,2,1,54.3600113,18.7126565
569000,Gdańsk,Jasień,11289,50.4,2,3,54.3316163,18.5487117
770000,Gdańsk,Wrzeszcz,11000,70.0,4,2,54.3768101,18.61329207601881
1259000,Gdańsk,Letnica,13985,90.02,4,2,54.3986679,18.646464
1259000,Gdańsk,Letnica,13985,90.02,1,0,54.3986679,18.646464
357000,Gdańsk,Stogi,12750,28.0,3,0,54.364182,18.7060336
720000,Gdynia,Dąbrowa,12000,60.0,3,0,54.4743403,18.4564295
359000,Gdynia,Chylonia,9300,38.6,1,7,54.5368438,18.4805808
360000,Gdańsk,Przymorze,12000,30.0,1,8,54.4087838,18.5891854
365000,Gdańsk,Przymorze,19210,19.0,2,4,54.412261,18.5878398
619000,Sopot,Dolny Sopot,12137,51.0,4,4,54.4489703,18.5564819
1250000,Gdańsk,Strzyża,11150,112.1,3,2,54.3867064,18.5802397
788400,Gdynia,Oksywie,10800,73.0,2,3,54.5495901,18.5262032
499000,Gdańsk,Przymorze,11213,44.5,1,3,54.4016383,18.5772394
360000,Gdynia,Śródmieście,15483,23.25,4,3,54.5208405,18.5320953
719000,Gdańsk,Przymorze,14380,50.0,3,2,54.4066572,18.5836606
480000,Gdańsk,Zakoniczyn,9600,50.0,3,4,54.3189392,18.5833767
490000,Gdańsk,Oliwa,7777,63.0,2,3,54.4096133,18.5621914
749000,Gdańsk,Śródmieście,10532,71.11,2,4,54.3524023,18.6492245
470000,Gdańsk,Przymorze,10217,46.0,3,0,54.4087838,18.5891854
880000,Gdańsk,Siedlce,11000,80.0,3,0,54.3502967,18.624454
520000,Gdańsk,Stogi,9454,55.0,3,2,54.3600113,18.7126565
795000,Gdańsk,Siedlce,11521,69.0,2,2,54.3493986,18.6355331
435000,Gdańsk,Jasień,12428,35.0,3,2,54.3316163,18.5487117
475000,Gdańsk,Jasień,11713,40.55,3,1,54.3304206,18.5558035
439000,Gdynia,Witomino,12436,35.3,1,2,54.5013275,18.5147885
349000,Gdańsk,Łostowice,13960,25.0,2,2,54.31051,18.5888248
881100,Gdańsk,Długie ogrody,18000,48.95,2,4,54.3529391,18.6599081
